Iso3,Location Name,AMRO subregions,Causename Eng,Year,Sex,Age group,Measure Name En,Metric Name En,Value,Value Low,Value Up
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,55-59 years,Deaths,Rate,0.62,0.11,2.01
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,100.06,47.90,190.32
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,55-59 years,Years Lived with Disability (YLDs),Rate,77.80,43.91,118.32
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,55-59 years,Years of Life Lost (YLLs),Rate,22.26,3.99,72.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,60-64 years,Deaths,Rate,2.58,0.51,7.85
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,218.82,99.72,455.69
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,60-64 years,Years Lived with Disability (YLDs),Rate,139.06,83.91,213.01
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,60-64 years,Years of Life Lost (YLLs),Rate,79.76,15.81,242.68
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-69 years,Deaths,Rate,4.25,0.95,12.73
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,361.36,175.28,712.25
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-69 years,Years Lived with Disability (YLDs),Rate,249.98,150.37,378.75
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-69 years,Years of Life Lost (YLLs),Rate,111.38,24.91,333.50
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-74 years,Deaths,Rate,7.86,1.84,23.29
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,533.69,261.60,"1,063.58"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-74 years,Years Lived with Disability (YLDs),Rate,352.63,219.40,526.98
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,65-74 years,Years of Life Lost (YLLs),Rate,181.05,42.20,536.60
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,70-74 years,Deaths,Rate,12.55,2.99,36.99
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,757.10,373.51,"1,519.06"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,70-74 years,Years Lived with Disability (YLDs),Rate,485.71,308.88,719.15
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,70-74 years,Years of Life Lost (YLLs),Rate,271.39,64.62,799.90
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75-79 years,Deaths,Rate,44.65,9.99,133.16
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,710.56",802.78,"3,673.77"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75-79 years,Years Lived with Disability (YLDs),Rate,942.76,631.01,"1,384.18"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75-79 years,Years of Life Lost (YLLs),Rate,767.81,171.76,"2,289.59"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75+ years,Deaths,Rate,113.66,26.03,324.14
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"2,972.95","1,440.50","6,022.15"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75+ years,Years Lived with Disability (YLDs),Rate,"1,741.41","1,158.10","2,481.82"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,75+ years,Years of Life Lost (YLLs),Rate,"1,231.54",282.39,"3,540.33"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,80-84 years,Deaths,Rate,106.87,25.37,304.41
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"3,257.67","1,546.49","6,629.35"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,80-84 years,Years Lived with Disability (YLDs),Rate,"1,859.79","1,214.62","2,647.51"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,80-84 years,Years of Life Lost (YLLs),Rate,"1,397.88",331.86,"3,981.83"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,85+ years,Deaths,Rate,290.40,65.79,814.67
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"5,620.21","2,832.07","10,835.61"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,85+ years,Years Lived with Disability (YLDs),Rate,"3,504.72","2,352.82","4,900.95"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,85+ years,Years of Life Lost (YLLs),Rate,"2,115.49",479.26,"5,934.66"
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,<1 year,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,<1 year,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,<1 year,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,Age-standardized,Deaths,Rate,4.09,0.92,11.77
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,138.87,65.30,284.10
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,83.81,53.46,123.17
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,Age-standardized,Years of Life Lost (YLLs),Rate,55.07,11.84,160.93
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,All ages,Deaths,Rate,4.92,1.11,14.14
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,164.94,77.95,336.75
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,All ages,Years Lived with Disability (YLDs),Rate,99.57,63.75,145.94
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Male,All ages,Years of Life Lost (YLLs),Rate,65.37,14.20,190.81
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-4 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-4 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-4 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-14 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-14 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-14 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-19 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-19 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-19 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-24 years,Deaths,Rate,0.01,0.00,0.03
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,0.84,0.00,2.19
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-24 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-24 years,Years of Life Lost (YLLs),Rate,0.84,0.00,2.19
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-27 days,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-27 days,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,0-27 days,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-4 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-4 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-4 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-9 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-9 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-9 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-11 months,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-11 months,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,1-11 months,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,5-9 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,5-9 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,5-9 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-14 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-14 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-14 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-24 years,Deaths,Rate,0.02,0.00,0.05
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,1.40,0.00,3.66
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-24 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,10-24 years,Years of Life Lost (YLLs),Rate,1.40,0.00,3.66
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-19 years,Deaths,Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-19 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-19 years,Years of Life Lost (YLLs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-24 years,Deaths,Rate,0.03,0.00,0.08
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,2.13,0.00,5.54
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-24 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,15-24 years,Years of Life Lost (YLLs),Rate,2.13,0.00,5.54
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,20-24 years,Deaths,Rate,0.06,0.00,0.16
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,4.23,0.00,11.03
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,20-24 years,Years Lived with Disability (YLDs),Rate,0.00,0.00,0.00
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,20-24 years,Years of Life Lost (YLLs),Rate,4.23,0.00,11.03
ARG,Argentina,Southern Cone,Alzheimer disease and other dementias,2020,Female,25-29 years,Deaths,Rate,0.06,0.00,0.16
