Iso3,Location Name,AMRO subregions,Causename Eng,Year,Sex,Age group,Measure Name En,Metric Name En,Value,Value Low,Value Up
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,0-27 days,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-4 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-4 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-4 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-9 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-9 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-9 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-11 months,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-11 months,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,1-11 months,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,5-9 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,5-9 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,5-9 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-14 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-14 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-14 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-24 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,16.13,5.3,32.34
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-24 years,Years Lived with Disability (YLDs),Rate,15.94,5.19,32.02
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,10-24 years,Years of Life Lost (YLLs),Rate,0.19,0.11,0.32
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-19 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,8.72,0.88,20.31
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-19 years,Years Lived with Disability (YLDs),Rate,8.72,0.88,20.31
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-19 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-24 years,Deaths,Rate,0.0,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,24.52,8.05,49.15
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-24 years,Years Lived with Disability (YLDs),Rate,24.23,7.89,48.66
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,15-24 years,Years of Life Lost (YLLs),Rate,0.29,0.16,0.49
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,20-24 years,Deaths,Rate,0.01,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,40.29,15.21,77.91
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,20-24 years,Years Lived with Disability (YLDs),Rate,39.7,14.88,76.94
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,20-24 years,Years of Life Lost (YLLs),Rate,0.59,0.33,0.97
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-29 years,Deaths,Rate,0.01,0.01,0.02
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,40.12,16.78,73.11
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-29 years,Years Lived with Disability (YLDs),Rate,39.34,16.34,71.83
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-29 years,Years of Life Lost (YLLs),Rate,0.79,0.44,1.29
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-49 years,Deaths,Rate,0.01,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,18.35,6.17,36.2
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-49 years,Years Lived with Disability (YLDs),Rate,17.88,5.91,35.45
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,25-49 years,Years of Life Lost (YLLs),Rate,0.46,0.26,0.75
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,30-34 years,Deaths,Rate,0.01,0.01,0.02
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,21.68,6.42,44.36
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,30-34 years,Years Lived with Disability (YLDs),Rate,20.94,6.01,43.21
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,30-34 years,Years of Life Lost (YLLs),Rate,0.73,0.41,1.15
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,35-39 years,Deaths,Rate,0.0,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,11.98,2.19,26.07
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,35-39 years,Years Lived with Disability (YLDs),Rate,11.74,2.05,25.7
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,35-39 years,Years of Life Lost (YLLs),Rate,0.24,0.14,0.37
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,40-44 years,Deaths,Rate,0.0,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,7.37,0.69,17.95
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,40-44 years,Years Lived with Disability (YLDs),Rate,7.13,0.56,17.57
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,40-44 years,Years of Life Lost (YLLs),Rate,0.24,0.13,0.38
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,45-49 years,Deaths,Rate,0.01,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,5.45,2.87,9.91
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,45-49 years,Years Lived with Disability (YLDs),Rate,5.22,2.74,9.53
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,45-49 years,Years of Life Lost (YLLs),Rate,0.23,0.14,0.38
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-54 years,Deaths,Rate,0.01,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,4.02,1.9,7.38
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-54 years,Years Lived with Disability (YLDs),Rate,3.69,1.7,6.85
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-54 years,Years of Life Lost (YLLs),Rate,0.33,0.19,0.53
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-64 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,2.93,1.4,5.47
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-64 years,Years Lived with Disability (YLDs),Rate,2.81,1.33,5.28
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,50-64 years,Years of Life Lost (YLLs),Rate,0.12,0.07,0.19
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,55-59 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,2.66,1.27,5.14
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,55-59 years,Years Lived with Disability (YLDs),Rate,2.66,1.27,5.14
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,55-59 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,60-64 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,1.91,0.96,3.55
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,60-64 years,Years Lived with Disability (YLDs),Rate,1.91,0.96,3.55
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,60-64 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-69 years,Deaths,Rate,0.01,0.01,0.02
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,1.7,0.87,3.14
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-69 years,Years Lived with Disability (YLDs),Rate,1.43,0.71,2.72
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-69 years,Years of Life Lost (YLLs),Rate,0.27,0.16,0.43
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-74 years,Deaths,Rate,0.01,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,1.43,0.73,2.63
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-74 years,Years Lived with Disability (YLDs),Rate,1.27,0.64,2.39
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,65-74 years,Years of Life Lost (YLLs),Rate,0.15,0.09,0.24
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,70-74 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,1.08,0.55,1.96
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,70-74 years,Years Lived with Disability (YLDs),Rate,1.08,0.55,1.96
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,70-74 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75-79 years,Deaths,Rate,0.02,0.01,0.03
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,1.09,0.56,1.92
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75-79 years,Years Lived with Disability (YLDs),Rate,0.79,0.39,1.46
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75-79 years,Years of Life Lost (YLLs),Rate,0.3,0.17,0.45
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75+ years,Deaths,Rate,0.02,0.01,0.03
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,1.25,0.63,2.21
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75+ years,Years Lived with Disability (YLDs),Rate,1.05,0.51,1.89
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,75+ years,Years of Life Lost (YLLs),Rate,0.21,0.12,0.32
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,80-84 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,0.78,0.35,1.47
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,80-84 years,Years Lived with Disability (YLDs),Rate,0.78,0.35,1.47
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,80-84 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,85+ years,Deaths,Rate,0.04,0.02,0.06
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,2.34,1.17,4.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,85+ years,Years Lived with Disability (YLDs),Rate,2.05,1.03,3.52
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,85+ years,Years of Life Lost (YLLs),Rate,0.29,0.14,0.48
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,<1 year,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,<1 year,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,<1 year,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,Age-standardized,Deaths,Rate,0.0,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,11.07,3.77,21.9
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,10.82,3.63,21.51
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,Age-standardized,Years of Life Lost (YLLs),Rate,0.25,0.14,0.4
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,All ages,Deaths,Rate,0.0,0.0,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,10.97,3.74,21.71
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,All ages,Years Lived with Disability (YLDs),Rate,10.73,3.6,21.31
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Male,All ages,Years of Life Lost (YLLs),Rate,0.25,0.14,0.4
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-4 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-4 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-4 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-14 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-14 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-14 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-19 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,1.43,0.11,3.67
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-19 years,Years Lived with Disability (YLDs),Rate,1.43,0.11,3.67
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-19 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-24 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,6.23,1.81,12.56
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-24 years,Years Lived with Disability (YLDs),Rate,6.18,1.78,12.49
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-24 years,Years of Life Lost (YLLs),Rate,0.04,0.02,0.06
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-27 days,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-27 days,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,0-27 days,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-4 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-4 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-4 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-9 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-9 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-9 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-11 months,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-11 months,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,1-11 months,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,5-9 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,5-9 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,5-9 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-14 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-14 years,Years Lived with Disability (YLDs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-14 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-24 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,10.41,3.02,20.99
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-24 years,Years Lived with Disability (YLDs),Rate,10.34,2.98,20.88
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,10-24 years,Years of Life Lost (YLLs),Rate,0.07,0.04,0.11
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-19 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,5.84,0.45,14.95
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-19 years,Years Lived with Disability (YLDs),Rate,5.84,0.45,14.95
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-19 years,Years of Life Lost (YLLs),Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-24 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,15.75,4.58,31.78
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-24 years,Years Lived with Disability (YLDs),Rate,15.65,4.52,31.62
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,15-24 years,Years of Life Lost (YLLs),Rate,0.11,0.06,0.16
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,20-24 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,25.59,8.67,48.46
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,20-24 years,Years Lived with Disability (YLDs),Rate,25.38,8.55,48.14
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,20-24 years,Years of Life Lost (YLLs),Rate,0.21,0.12,0.32
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-29 years,Deaths,Rate,0.01,0.01,0.01
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,23.86,8.46,46.75
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-29 years,Years Lived with Disability (YLDs),Rate,23.24,8.1,45.79
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-29 years,Years of Life Lost (YLLs),Rate,0.62,0.36,0.96
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-49 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,10.38,3.1,21.54
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-49 years,Years Lived with Disability (YLDs),Rate,10.22,3.01,21.3
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,25-49 years,Years of Life Lost (YLLs),Rate,0.16,0.09,0.25
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,30-34 years,Deaths,Rate,0.0,0.0,0.0
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,11.6,2.09,25.91
ARG,Argentina,Southern Cone,Amphetamine use disorders,2020,Female,30-34 years,Years Lived with Disability (YLDs),Rate,11.6,2.09,25.91
